centrourbano;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás;TotalAlumnos
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;4234;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4244
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;4220;15;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4235
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;4133;13;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4146
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4035;27;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4064
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4016;26;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4042
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3741;87;7;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3837
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3664;133;12;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3811
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3501;187;17;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3705
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;Deambuladores;     ;422;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;422
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;Lactantes;56;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;56
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;Sala de 2;     ;     ;1226;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1226
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;Sala de 3;     ;     ;     ;2860;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2860
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;Sala de 4;     ;     ;     ;     ;3316;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3316
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;3585;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3585
General Pueyrredon;GENERAL PUEYRREDON;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;239;339;384;397;341;330;254;240;191;189;159;189;763;4015
La Plata;LA PLATA;Estatal;Rural;1°;     ;     ;     ;     ;     ;     ;118;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;118
La Plata;LA PLATA;Estatal;Rural;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;201;38;17;4;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;263
La Plata;LA PLATA;Estatal;Rural;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;182;46;18;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;247
La Plata;LA PLATA;Estatal;Rural;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;172;33;13;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;218
La Plata;LA PLATA;Estatal;Rural;2°;     ;     ;     ;     ;     ;     ;     ;104;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;111
La Plata;LA PLATA;Estatal;Rural;3°;     ;     ;     ;     ;     ;     ;     ;     ;82;49;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;132
La Plata;LA PLATA;Estatal;Rural;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;103;5;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;110
La Plata;LA PLATA;Estatal;Rural;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;106;14;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;122
La Plata;LA PLATA;Estatal;Rural;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;85;13;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;99
La Plata;LA PLATA;Estatal;Rural;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;268;43;16;7;3;5;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;343
La Plata;LA PLATA;Estatal;Rural;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;236;67;6;3;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;313
La Plata;LA PLATA;Estatal;Rural;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;235;34;9;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;280
La Plata;LA PLATA;Estatal;Rural;Sala de 3;     ;     ;     ;26;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26
La Plata;LA PLATA;Estatal;Rural;Sala de 4;     ;     ;     ;     ;86;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;86
La Plata;LA PLATA;Estatal;Rural;Sala de 5;     ;     ;     ;     ;     ;113;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;113
La Plata;LA PLATA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
La Plata;LA PLATA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;6982;75;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7059
La Plata;LA PLATA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5586;1576;656;192;36;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8046
La Plata;LA PLATA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4821;1448;545;128;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6942
La Plata;LA PLATA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4201;1098;289;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5588
La Plata;LA PLATA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;431;86;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;517
La Plata;LA PLATA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;7195;421;26;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7643
La Plata;LA PLATA;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;37;35;25;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;106
La Plata;LA PLATA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;7571;484;14;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8072
La Plata;LA PLATA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;7482;452;47;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7983
La Plata;LA PLATA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7355;451;52;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7865
La Plata;LA PLATA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7089;407;81;7;3;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7589
La Plata;LA PLATA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6658;1249;310;133;149;77;18;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8595
La Plata;LA PLATA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6314;1455;463;173;84;17;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8507
La Plata;LA PLATA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5777;1422;456;180;52;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7897
La Plata;LA PLATA;Estatal;Urbano;Deambuladores;     ;359;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;359
La Plata;LA PLATA;Estatal;Urbano;Lactantes;80;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;80
La Plata;LA PLATA;Estatal;Urbano;Sala de 2;     ;     ;1065;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1065
La Plata;LA PLATA;Estatal;Urbano;Sala de 3;     ;     ;     ;4442;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4469
La Plata;LA PLATA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;6287;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6287
La Plata;LA PLATA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;6711;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6711
La Plata;LA PLATA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;988;1997;2293;2123;1908;2002;1563;1421;1156;809;981;700;4790;22731
La Plata;LA PLATA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;4979;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4981
La Plata;LA PLATA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4001;239;43;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4284
La Plata;LA PLATA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3825;269;20;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4115
La Plata;LA PLATA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3795;232;15;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4042
La Plata;LA PLATA;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;35;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;39
La Plata;LA PLATA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;4987;27;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5014
La Plata;LA PLATA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;5146;34;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5180
La Plata;LA PLATA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;5219;20;     ;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5240
La Plata;LA PLATA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5039;48;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5089
La Plata;LA PLATA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4908;67;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4978
La Plata;LA PLATA;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4574;173;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4752
La Plata;LA PLATA;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4357;245;11;3;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4618
La Plata;LA PLATA;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4034;234;53;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4321
La Plata;LA PLATA;Privado;Urbano;Deambuladores;     ;255;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;263
La Plata;LA PLATA;Privado;Urbano;Lactantes;53;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;55
La Plata;LA PLATA;Privado;Urbano;Sala de 2;     ;     ;624;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;624
La Plata;LA PLATA;Privado;Urbano;Sala de 3;     ;     ;     ;3781;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;3781
La Plata;LA PLATA;Privado;Urbano;Sala de 4;     ;     ;     ;     ;4295;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4300
La Plata;LA PLATA;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ;4509;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4509
La Plata;LA PLATA;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;359;215;274;275;265;259;231;228;239;183;183;182;2062;4955
Córdoba Capital;CAPITAL;Estatal;Urbano;1°;     ;     ;     ;     ;     ;62;13254;70;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13389
Córdoba Capital;CAPITAL;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;232;7446;2835;1028;263;58;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;11862
Córdoba Capital;CAPITAL;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;259;6181;2217;563;97;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;9317
Córdoba Capital;CAPITAL;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14;293;5699;1983;455;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8444
Córdoba Capital;CAPITAL;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;951;259;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1210
Córdoba Capital;CAPITAL;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;90;13976;299;18;     ;     ;2;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14387
Córdoba Capital;CAPITAL;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;28;14807;349;34;5;2;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;15226
Córdoba Capital;CAPITAL;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;39;14137;327;29;8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14540
Córdoba Capital;CAPITAL;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;46;14055;346;47;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14501
Córdoba Capital;CAPITAL;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;63;14075;561;57;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14758
Córdoba Capital;CAPITAL;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;11140;2010;633;313;279;185;49;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14619
Córdoba Capital;CAPITAL;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;93;9975;2748;946;245;30;5;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14043
Córdoba Capital;CAPITAL;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;64;9244;3179;1386;483;136;21;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14513
Córdoba Capital;CAPITAL;Estatal;Urbano;Deambuladores;     ;38;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;39
Córdoba Capital;CAPITAL;Estatal;Urbano;Lactantes;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7
Córdoba Capital;CAPITAL;Estatal;Urbano;Sala de 2;     ;2;381;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;383
Córdoba Capital;CAPITAL;Estatal;Urbano;Sala de 3;     ;     ;     ;6365;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6367
Córdoba Capital;CAPITAL;Estatal;Urbano;Sala de 4;     ;     ;     ;1;12359;23;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;12383
Córdoba Capital;CAPITAL;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;29;13109;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13138
Córdoba Capital;CAPITAL;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;285;682;897;1244;1138;1271;1356;1104;1216;1068;1075;940;17152;29428
Córdoba Capital;CAPITAL;Privado;Urbano;1°;     ;     ;     ;     ;     ;77;8151;59;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8287
Córdoba Capital;CAPITAL;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14;8761;736;101;10;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;9626
Córdoba Capital;CAPITAL;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;23;8316;618;52;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;9014
Córdoba Capital;CAPITAL;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;22;8197;565;50;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8834
Córdoba Capital;CAPITAL;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;4;244;18;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;266
Córdoba Capital;CAPITAL;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;69;8275;16;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8360
Córdoba Capital;CAPITAL;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;73;8503;17;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8594
Córdoba Capital;CAPITAL;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;87;8380;14;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8481
Córdoba Capital;CAPITAL;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;85;8183;16;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;8284
Córdoba Capital;CAPITAL;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;82;7828;36;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7949
Córdoba Capital;CAPITAL;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10585;244;23;8;5;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10867
Córdoba Capital;CAPITAL;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5;10064;478;72;23;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10646
Córdoba Capital;CAPITAL;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10;9563;713;109;20;8;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;10427
Córdoba Capital;CAPITAL;Privado;Urbano;Deambuladores;     ;29;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29
Córdoba Capital;CAPITAL;Privado;Urbano;Lactantes;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5
Córdoba Capital;CAPITAL;Privado;Urbano;Sala de 2;     ;     ;85;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;85
Córdoba Capital;CAPITAL;Privado;Urbano;Sala de 3;     ;     ;2;2582;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2586
Córdoba Capital;CAPITAL;Privado;Urbano;Sala de 4;     ;     ;     ;20;6732;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;6755
Córdoba Capital;CAPITAL;Privado;Urbano;Sala de 5;     ;     ;     ;     ;21;7451;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;7472
Córdoba Capital;CAPITAL;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1617;1983;2187;2001;1783;1418;1172;1010;856;693;643;533;4040;19936
Mendoza Capital;CAPITAL;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;0
Mendoza Capital;CAPITAL;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;1694;22;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1717
